MADE BY @ALEXKATSON,,,,BUY ME A BEER,,,,,,,,,
Name,Position,School,Height,Weight,Hand,Arm,Wing,40,Bench,3-Cone,Shuttle,Vertical,Broad
Ayinde Eley,LB,Georgia Tech,6032,230,0948,3178,7738,4.97,20,7.50,4.62,32,1000
Charlie Thomas,LB,Georgia Tech,6025,216,0848,3148,7728,DID NOT TEST - COMBINE,,,,,
Julien Gums,RB,Nicholls State,5093,225,0848,2978,7000,4.83,15,7.73,4.73,29,0901
Al'Dontre Davis,WR,Nicholls State,5114,203,0828,3038,7148,4.84,9,--,4.58,27,0902
Dominic Brocato,LS,Nicholls State,5087,221,0918,2978,7200,5.16,10,7.90,4.84,31.5,0710
Cephus Johnson,QB,SE Louisiana,6051,223,0858,3358,7828,4.60,18,7.25,4.49,36.5,1001
Jessie Britt,RB,SE Louisiana,5083,205,0918,3038,7300,4.60,8,--,--,33,0910
Carlos Washington Jr.,RB,SE Louisiana,5103,207,0928,3000,7228,4.60,14,7.09,4.41,34,0906
Terrell Carter,WR,SE Louisiana,6016,190,0918,3318,7900,4.69,--,7.20,4.62,27.5,0900
CJ Turner,WR,SE Louisiana,6012,191,0858,3200,7618,4.76,--,7.15,4.45,34,1005
Heath Stephen,LB,SE Louisiana,6010,221,0928,3100,7458,4.86,20,7.97,4.82,31,0906
Brandon Barbee,CB,SE Louisiana,5107,192,0878,3028,7148,4.74,12,7.32,4.49,--,--
Ferlando Jordan,CB,SE Louisiana,5106,186,0878,3048,7348,4.64,7,7.03,4.21,33.5,1001
Donniel Ward-McGee,S,SE Louisiana,5100,171,0818,2918,6958,4.85,9,7.35,4.63,25.5,0810
Glendon McDaniel,QB,Southern,6007,205,0878,2958,7200,5.05,--,7.38,4.65,25,0810
Jason Dumas,IDL,Southern,5094,281,0938,3048,7248,5.28,29,8.10,5.09,26.5,0803
Camron Peterson,IDL,Southern,6050,276,0900,3300,8158,5.59,16,--,--,30,0910
Jordan Lewis,LB,Southern,6016,221,0900,3218,7638,--,--,7.40,4.52,27.5,0906
Corione Harris,S,Southern,5107,182,0858,3328,7718,4.74,--,7.22,4.41,31,0903
Casey Williams,WR,Saginaw Valley State,5102,192,0858,2968,7178,4.58,20,7.01,4.38,28.5,--
Andrew Schroeder,TE,Saginaw Valley State,6036,243,0978,3148,7948,4.97,14,7.09,4.41,31,0906
Nathan Talakai,EDGE,Saginaw Valley State,6014,244,0918,3048,7628,5.12,--,7.71,4.91,24,0804
Trevor Nowaske,LB,Saginaw Valley State,6024,237,1000,3028,7700,4.50,25,6.75,4.20,34.5,1002
Bailey Edwards,WR,Albion,6013,192,0958,3128,7648,4.65,--,7.44,4.70,32,0910
Malik Barrow,EDGE,Davenport,6023,253,0928,3218,7828,5.03,12,7.81,4.72,25.5,0901
Elysee Mbem-Bosse,LB,Davenport,6004,235,0900,3128,7648,4.67,28,7.10,4.44,37.5,1000
Evan Cummins,QB,Ferris State,6034,227,0900,3238,8048,4.86,--,7.39,4.61,30,0904
Marvin Campbell,RB,Ferris State,5073,186,0848,3000,7348,4.57,13,6.90,4.27,31.5,0910
Jordan Jones,IDL,Ferris State,6003,294,1048,3148,7338,5.23,20,7.54,4.68,28.5,0807
Mohamad Amen,LB,Ferris State,6014,223,0938,3200,7828,4.75,24,6.65,4.36,34.5,1001
Sidney McCloud,CB,Ferris State,5103,193,--,--,--,--,--,--,--,30.5,--
Cyntell Williams,CB,Ferris State,5117,200,0848,3200,7438,4.64,9,6.90,4.41,37.5,1004
Hayden Huttula,C,Michigan Tech,6016,304,0900,3148,7800,5.38,19,7.65,4.80,28.5,0805
Charles Ellington III,IDL,Wayne State (MI),6033,286,0978,3168,8048,4.93,17,7.81,4.97,27.5,0905
Tyjae Spears,RB,Tulane,5095,201,1000,3068,7418,4.54,--,7.27,4.32,--,--
Duece Watts,WR,Tulane,6012,196,1018,3228,7868,4.59,17,7.27,4.41,37.5,1005
Shae Wyatt,WR,Tulane,5102,188,0948,3168,7618,4.66,5,6.83,4.40,39.5,1007
Tyrick James,TE,Tulane,6001,233,1000,3200,7828,4.90,12,7.55,4.63,29.5,0901
Will Wallace,TE,Tulane,6030,250,0918,3128,7748,4.80,18,7.50,4.65,30,0906
Tylo Phillips,IDL,Tulane,6022,283,0928,3248,7938,5.04,27,7.94,4.77,29,0809
Nick Anderson,LB,Tulane,5093,230,0858,3000,7400,4.63,20,7.21,4.40,36.5,1001
Dorian Williams,LB,Tulane,6010,228,1028,3368,8068,--,--,--,--,35,--
Larry Brooks,S,Tulane,5115,200,0878,3158,7538,4.64,14,6.84,4.45,36,1003
Macon Clark,S,Tulane,5116,203,0938,3148,7518,4.62,13,6.94,4.19,35,0907
Lummie Young IV,S,Tulane,5116,201,0948,3168,7618,4.79,4,7.22,4.56,32,0907
Kegan Huddleston,RB,Bethel (TN),5087,201,0868,3148,7468,4.63,18,7.59,4.62,30.5,0804
Stavonski Wilkes,RB,Bethel (TN),5070,202,0828,3018,7138,4.81,14,8.01,4.82,35.5,0903
Davius Prather,WR,Bethel (TN),5107,207,0878,3018,7248,4.52,27,7.36,4.59,37,0907
Cole Lyles,G,Bethel (TN),6035,324,0900,3278,8128,5.55,16,8.50,5.07,27,0710
Isaiah Hill,IDL,Bethel (TN),6005,276,0868,3338,7848,5.27,20,8.09,5.20,32.5,0806
DJ James,LB,Bethel (TN),5117,214,0778,3228,7538,5.24,5,7.69,4.58,30,0809
Devious Christmon,CB,Bethel (TN),6022,187,0948,3228,7958,4.60,--,7.35,4.44,31,0811
Brandon Moore,CB,Bethel (TN),5073,188,0848,2948,6928,--,6,7.78,4.74,34.5,0901
Calen Warren,S,Bethel (TN),5112,198,0878,2938,7258,--,6,7.60,4.62,35.5,0911
Caleb Hall,P,Bethel (TN),5091,200,0800,2968,7058,--,12,--,--,31.5,0801
Damonte Anderson,S,Lane,5114,173,0848,3128,7238,4.72,5,7.59,4.57,30.5,0906
Nijul Canada,S,Lane,5111,186,0928,3300,7618,4.56,5,7.05,4.44,37.5,1003
Kyle Vantrease,QB,Georgia Southern,6021,218,0968,3158,7718,4.90,--,7.05,4.48,29.5,0905
Ezrah Archie,WR,Georgia Southern,5110,187,0868,3068,7368,4.69,13,7.39,4.50,32,0910
Amare Jones,WR,Georgia Southern,5100,183,0900,2968,7168,4.66,10,6.88,4.35,30.5,0905
Jeremy Singleton,WR,Georgia Southern,5107,174,0928,3100,7338,DID NOT TEST - INJURY,,,,,
Danny Corbett,G,Georgia Southern,6040,280,0918,3238,7800,5.20,--,7.75,5.00,25,0811
Quin Williams,IDL,Georgia Southern,6016,267,0968,3348,8168,5.01,18,7.53,4.60,29,0902
Justin Ellis,EDGE,Georgia Southern,6005,232,0948,3218,7628,4.80,23,--,--,27.5,0907
NaJee Thompson,CB,Georgia Southern,5103,200,0918,3268,7658,4.60,13,7.40,4.56,32,0908
Justin Birdsong,S,Georgia Southern,5100,178,0968,3148,7538,4.87,3,7.28,4.47,33,0911
Wylan Free,S,Georgia Southern,6012,182,0938,3100,7518,4.69,10,7.13,4.53,30,0906
Anthony Beck II,P,Georgia Southern,6033,238,0968,3328,7700,DID NOT TEST - POSITIONAL ONLY,,,,,
Ronnie Bell,WR,Michigan,5115,191,0948,3100,7500,--,--,6.62,4.04,--,--
Joel Honigford,TE,Michigan,6050,260,0958,3200,7828,4.97,19,7.56,4.57,35,0905
Luke Schoonmaker,TE,Michigan,6052,251,0900,3278,7818,--,--,6.81,4.32,35.5,--
Carter Selzer,TE,Michigan,,,,,,5.05,18,7.12,4.70,31,0905
Ryan Hayes,OT,Michigan,6063,305,1000,3248,7900,--,--,7.49,4.68,--,--
Olusegun Oluwatimi,C,Michigan,6024,309,0858,3268,7918,--,--,7.58,4.68,--,--
Mazi Smith,IDL,Michigan,6030,323,0968,3368,8078,--,--,--,--,29.5,0811
Mike Morris,EDGE,Michigan,6051,275,1000,3348,8178,5.08,--,7.46,4.65,--,--
Gemon Green,CB,Michigan,6010,183,0938,3100,7528,4.53,12,7.13,4.51,37.5,1006
DJ Turner,CB,Michigan,5112,178,0958,3068,7338,DID NOT TEST - COMBINE,,,,,
Rhett Andersen,K,Michigan,5104,182,0968,3048,7318,DID NOT TEST - POSITIONAL ONLY,,,,,
Jake Moody,K,Michigan,6005,209,0948,3078,7368,DID NOT TEST - POSITIONAL ONLY,,,,,
Brad Robbins,P,Michigan,6004,199,0900,3038,7458,--,--,--,--,35.5,--
Judd Erickson,QB,San Diego,6050,227,0978,3238,7528,5.20,--,7.69,4.84,26,0809
Michael Carner,WR,San Diego,6006,188,0918,3178,7348,4.61,10,7.20,4.53,39,0907
Jimmy Ghilardi,G,San Diego,6042,278,0958,3128,7638,5.49,17,8.29,4.94,23.5,0706
Muhindo Kapapa,IDL,San Diego,6021,267,0900,3248,7948,5.59,15,--,4.75,29,0900
Hunter Nichols,S,San Diego,6000,191,0868,3200,7568,4.62,15,7.18,4.57,40,0909
Jordan Byrd,RB,San Diego State,5071,166,0868,2900,6848,4.52,16,7.04,4.47,34,0909
Braxton Burmeister,WR,San Diego State,6000,200,0958,3168,7528,4.56,--,7.01,4.26,32.5,1001
Jesse Matthews,WR,San Diego State,5107,189,0900,3068,7468,4.57,14,7.42,4.34,36,0911
Tyrell Shavers,WR,San Diego State,6043,211,0968,3238,7828,4.59,3,7.20,4.30,33.5,0911
Alama Uluave,C,San Diego State,6012,303,1000,3178,7800,5.08,29,7.76,4.68,27,0803
Jonah Tavai,IDL,San Diego State,5101,283,0900,2948,7278,5.06,29,7.65,4.70,26.5,0809
Justus Tavai,IDL,San Diego State,6010,285,0948,3248,7748,5.14,25,7.74,4.77,28,0806
Keshawn Banks,EDGE,San Diego State,6032,251,1028,3268,7828,--,20,7.30,4.60,29,0811
Seyddrick Lakalaka,LB,San Diego State,5113,230,0918,3100,7368,4.84,12,7.15,4.34,31.5,0901
Caden McDonald,LB,San Diego State,6017,244,0948,3028,7500,4.96,22,7.03,4.32,31.5,0904
Matt McDonald,QB,Bowling Green,6020,211,0918,3200,7668,4.98,--,7.19,4.58,--,--
CJ Lewis,WR,Bowling Green,6034,214,0968,3300,7848,4.55,15,7.00,4.40,38,1003
Christian Sims,TE,Bowling Green,6023,243,0828,3248,7768,4.76,22,7.25,4.57,36.5,1005
Jakari Robinson,C,Bowling Green,6005,311,0858,3200,7658,5.38,30,7.85,5.10,23,0708
Karl Brooks,IDL,Bowling Green,6033,296,0918,3148,7728,5.09,28,7.63,5.00,26.5,0809
Bryce Brand,LB,Bowling Green,5116,248,0928,3038,7228,5.16,24,7.09,4.56,26,0807
DJ Taylor,LB,Bowling Green,6010,243,0948,3248,7678,4.84,23,7.13,4.46,30.5,0905
Chris Bacon,S,Bowling Green,6000,189,0868,3118,7518,4.81,18,6.96,4.25,34,1004
Monte Pottebaum,FB,Iowa,6012,242,0928,3128,7500,4.83,21,7.12,4.23,34.5,0911
Sam LaPorta,TE,Iowa,6032,245,1028,3218,7748,--,16,--,--,--,--
Jack Plumb,OT,Iowa,6074,298,0958,3300,8048,5.31,17,7.70,4.84,27.5,0808
Lukas Van Ness,EDGE,Iowa,6050,272,1100,3400,8168,DID NOT TEST - COMBINE,,,,,
John Waggoner,EDGE,Iowa,6050,259,0848,3100,7458,5.03,20,7.22,4.48,32,0907
Seth Benson,LB,Iowa,5117,231,0938,3148,7548,4.76,17,7.19,4.38,32,0906
Jack Campbell,LB,Iowa,6045,249,1028,3178,7828,DID NOT TEST - COMBINE,,,,,
Riley Moss,CB,Iowa,6005,193,0948,3000,7418,--,11,6.60,4.15,--,--
Kaevon Merriweather,S,Iowa,6000,205,0928,3178,7718,--,17,7.14,4.24,--,--
Todd Centeio,QB,James Madison,5104,226,0900,3100,7558,4.85,--,7.20,4.34,34.5,0903
Percy Agyei-Obese,RB,James Madison,5111,214,0858,3200,7600,--,20,--,--,--,--
Terrance Greene Jr.,WR,James Madison,5104,191,1000,3218,7578,4.59,11,7.18,4.60,36.5,1003
Devin Ravenel,WR,James Madison,5117,171,0878,3118,7700,4.51,6,6.83,4.34,37.5,1006
Kris Thornton,WR,James Madison,5067,177,0918,2948,7218,4.44,10,6.84,4.25,41,1005
Drew Painter,TE,James Madison,6027,247,0938,3100,7538,4.87,18,7.44,4.53,35,0906
Noah Turner,TE,James Madison,6027,258,0918,3100,7500,5.26,21,--,--,28,--
Jamare Edwards,IDL,James Madison,6025,286,0918,3318,8048,5.43,21,--,5.28,--,0802
Jordan Swann,CB,James Madison,5096,189,0878,2958,7118,4.70,13,7.09,4.20,34.5,1003
Sam Kidd,S,James Madison,6005,211,0948,3100,7400,4.66,--,7.20,4.41,33,0905
Sam Clark,P,James Madison,6037,194,0938,3200,7638,4.85,6,--,--,30.5,0904
Kyle Davis,LS,James Madison,5106,231,0938,3000,7200,5.60,--,--,--,--,0801
Vance McShane,RB,Northern Iowa,5054,188,0918,2900,7128,4.65,19,7.33,4.35,34,0908
Dom Williams,RB,Northern Iowa,5082,189,0918,2978,7148,4.72,15,7.40,4.46,33,0902
Quan Hampton,WR,Northern Iowa,5076,175,0918,2768,6748,4.50,13,7.17,4.36,37,0910
Deion McShane,WR,Northern Iowa,5081,174,0900,3000,7258,4.60,18,7.06,4.30,34,1001
Matthew Vanderslice,G,Northern Iowa,6071,329,0968,3400,8048,5.43,20,8.23,5.07,30.5,0901
Erik Sorensen,C,Northern Iowa,6065,305,1038,3338,8200,5.45,24,7.73,4.92,35,0901
Bryce Flater,LB,Northern Iowa,6005,233,0918,3028,7338,4.99,12,7.27,4.50,29,0806
Korby Sander,LB,Northern Iowa,5114,219,0828,2948,7200,4.62,16,7.20,4.36,30,0900
Damien Crumitie,S,Northern Iowa,5094,182,0858,2900,7148,4.61,22,7.29,4.70,28.5,0809
Benny Sapp III,S,Northern Iowa,5110,200,0918,3078,7468,4.62,20,7.27,4.48,35.5,1002
Omni Wells,RB,South Alabama,5081,195,0848,2818,6928,4.79,22,7.80,4.48,30.5,0904
Jalen Wayne,WR,South Alabama,6016,216,0938,3218,7848,--,--,7.43,4.51,--,--
James Jackson,C,South Alabama,6023,316,0938,3268,8118,5.33,22,7.91,4.91,25.5,0802
Darrell Luter Jr.,CB,South Alabama,5116,189,1038,3238,7778,--,--,--,4.38,40.5,--
Jamar Richardson,CB,South Alabama,5113,179,0978,3200,7428,4.58,--,7.75,4.43,33,1002
Khalil Newton,WR,Stony Brook,6007,198,0938,3078,7528,4.70,8,6.98,4.25,34.5,1000
Kyle Nunez,G,Stony Brook,6025,363,0938,3200,7618,5.67,21,--,5.03,22.5,0705
Reidgee Dimanche,LB,Stony Brook,6003,240,0918,3048,7600,4.92,18,7.41,4.62,29,0900
Sean Tucker,RB,Syracuse,5092,207,0948,3000,7338,DID NOT TEST - MEDICAL,,,,,
Chris Elmore,FB,Syracuse,5117,282,--,--,--,DID NOT TEST - KNEE,,,,,
Devaughn Cooper,WR,Syracuse,5103,184,0878,3028,7178,4.61,10,7.03,4.34,31,0905
CJ Hayes,WR,Syracuse,6012,210,0968,3428,8100,4.63,13,7.00,4.38,36,1003
Matthew Bergeron,OT,Syracuse,6052,318,0948,3368,8178,--,--,7.38,4.66,--,--
Mikel Jones,LB,Syracuse,5115,229,1028,3248,7900,--,18,7.21,4.57,30,0905
Garrett Williams,CB,Syracuse,5103,192,0928,3100,7448,--,19,--,--,--,--
Andre Szmyt,K,Syracuse,6005,200,0928,3028,7348,DID NOT TEST - POSITIONAL ONLY,,,,,
Aaron Bolinsky,LS,Syracuse,5082,228,0868,2848,6900,5.04,22,7.50,4.71,29,0807
Kendall Dearth,G,Tarleton State,6015,336,0978,3118,7578,5.68,34,8.28,4.77,25,0804
Blake Haynes,G,Tarleton State,6037,333,1048,3328,8100,5.39,37,7.89,4.73,28.5,0806
Donovan Banks,S,Tarleton State,5092,183,0848,3048,7400,4.65,12,6.92,4.01,36,1004
Jamal Turner,TE,Toledo,6046,239,0858,3248,7668,4.86,20,7.32,4.56,27,0905
Kelvin Ateman,G,Toledo,6040,311,0938,3400,8200,5.61,--,8.30,5.19,24,0806
Desjuan Johnson,IDL,Toledo,6021,285,0968,3168,7748,5.04,24,8.03,4.50,29,0900
Nate Givhan,EDGE,Toledo,6013,245,0948,3358,8148,4.71,--,7.31,4.53,31,1000
Jamal Hines,EDGE,Toledo,6016,242,0918,3328,8200,4.81,20,7.15,4.83,30,0909
Dyontae Johnson,LB,Toledo,6021,235,1018,3268,7958,4.76,23,7.28,4.62,28.5,0904
Saeed Holt,S,Alabama A&M,5107,183,0858,3028,7358,4.76,7,7.10,4.31,34.5,1001
Michael Ayers,LB,Ashland,6015,223,0878,3268,7858,4.59,22,6.98,4.24,38,1005
Anthony Kendall,CB,Baldwin-Wallace,5101,177,0948,3078,7448,4.53,19,7.02,4.44,38.5,1009
Robbie Williamson,CB,Baldwin-Wallace,5071,167,0818,2918,6968,4.69,10,7.16,4.39,32,0904
Jake Chisholm,WR,Dayton,5070,189,0858,2758,6658,4.71,18,--,4.58,36,0908
Kijana Caldwell,CB,Findlay,6002,189,0768,3218,7668,4.74,8,7.02,4.51,32.5,0907
Charlie Cleveland,EDGE,Tiffin,6013,235,0958,3158,7800,4.81,27,7.33,4.85,37,0907
Tyler Richardson,CB,Tiffin,5103,193,0900,3168,7728,4.58,11,6.95,4.28,32.5,0910
Jalen Holston,RB,Virginia Tech,5110,218,0958,3068,7628,4.72,17,7.23,4.68,34,0903
Jadan Blue,WR,Virginia Tech,5106,192,0900,3148,7500,4.67,17,6.97,4.41,32.5,0901
Connor Blumrick,TE,Virginia Tech,6055,227,0918,3248,7748,4.76,13,7.33,4.58,34,0902
Ty Eller,TE,Virginia Tech,6014,228,0968,3200,7748,4.75,20,7.26,4.58,34.5,0910
Silas Dzansi,OT,Virginia Tech,6052,323,1058,3548,8518,5.25,18,--,--,29.5,0902
Johnny Jordan,C,Virginia Tech,6010,300,0928,3138,7600,5.34,24,7.74,4.77,30,0806
TyJuan Garbutt,EDGE,Virginia Tech,6015,268,1018,3328,7958,4.85,23,7.30,4.58,32,0907
Jaylen Griffin,EDGE,Virginia Tech,6011,250,0968,3268,7938,4.91,20,--,--,31.5,0904
Dax Hollifield,LB,Virginia Tech,6013,232,0948,3058,7718,4.99,17,6.95,4.32,34.5,0910
Brion Murray,CB,Virginia Tech,5105,187,0878,3158,7428,4.77,9,6.83,4.44,33,0911
Chamarri Conner,S,Virginia Tech,6000,209,0900,3138,7618,--,--,6.91,4.30,--,--
Daquan Bailey-Brown,WR,West Florida,5083,154,0838,2958,7228,4.83,--,7.35,4.60,28,0906
David Durden,WR,West Florida,6014,204,0948,3038,7448,4.46,--,7.00,4.21,37,1007
Maverick Wolfley,TE,West Florida,6022,252,0938,2858,7518,5.03,16,7.77,4.69,27,0904
Kelvin Johnson,LB,West Florida,5114,213,0938,3118,7618,4.86,21,7.66,4.47,29,0904
Kee Whetzel,LB,West Florida,6031,196,0968,3218,7700,4.98,4,7.52,4.88,27,0902
Shannon Showers,S,West Florida,5110,181,0868,3018,7278,4.80,17,--,4.38,33,0908
TJ Limehouse,S,Western Illinois,5102,190,0918,3018,7528,4.75,13,7.33,4.28,33,0906
Tank Bigsby,RB,Auburn,5115,215,0948,3200,7658,4.45,--,--,--,--,--
Shedrick Jackson,WR,Auburn,6012,193,0848,3028,7318,4.31,13,7.10,4.30,38.5,1102
John Samuel Shenker,TE,Auburn,6027,242,0938,3178,7728,4.89,27,7.47,4.57,29,0901
Kilian Zierer,OT,Auburn,6072,307,1028,3428,8318,5.21,--,7.78,4.67,27,0807
Brandon Council,C,Auburn,6033,302,0978,3318,8068,5.50,29,8.09,4.75,29.5,0803
Marquis Burks,IDL,Auburn,6022,315,0968,3268,8028,5.57,18,8.13,4.84,25,0804
Morris Joseph,IDL,Auburn,6013,280,0938,3138,7700,5.04,19,7.58,4.65,30,0811
Colby Wooden,IDL,Auburn,6040,278,1038,3368,8038,--,--,7.49,4.43,--,--
Marcus Bragg,EDGE,Auburn,6035,237,0948,3300,8028,5.01,19,7.64,4.60,27.5,0902
Derick Hall,EDGE,Auburn,6026,254,1000,3448,8258,--,--,7.23,4.20,--,--
Eku Leota,EDGE,Auburn,6030,263,0948,3348,7968,DID NOT TEST - CALF,,,,,
Owen Pappoe,LB,Auburn,6002,225,0918,3168,7800,DID NOT TEST - COMBINE,,,,,
Anders Carlson,K,Auburn,6050,219,0948,3158,7638,DID NOT TEST - POSITIONAL ONLY,,,,,
Caylin Newton,WR,William & Mary,5107,206,0978,3048,7628,4.87,13,7.38,4.52,31,0907
Xavier Hutchinson,WR,Iowa State,6017,203,0938,3138,7478,--,13,--,--,--,--
Darren Wilson Jr.,WR,Iowa State,6030,212,0978,3178,7828,4.63,20,7.23,4.25,34,1002
Trevor Downing,C,Iowa State,6034,299,0878,3248,7948,DID NOT TEST - KNEE,,,,,
MJ Anderson,EDGE,Iowa State,6021,273,0928,3368,8200,5.05,--,7.78,4.69,32,0905
Will McDonald IV,EDGE,Iowa State,6035,239,0948,3478,8228,4.70,--,6.85,4.22,35.5,--
Colby Reeder,LB,Iowa State,6026,237,0978,3128,7748,--,19,--,--,38.5,1002
O'Rien Vance,LB,Iowa State,6017,239,0818,3248,7938,4.81,20,7.49,4.55,32.5,1001
Anthony Johnson Jr.,S,Iowa State,5115,205,0868,3128,7578,--,12,7.07,4.31,--,--
TJ Green,RB,Liberty,5110,205,1000,3028,7438,4.49,21,7.00,4.44,36,1000
Demario Douglas,WR,Liberty,5082,179,0868,3028,7248,--,12,7.05,4.44,--,--
Caleb Snead,WR,Liberty,6026,199,0958,3178,7778,DID NOT TEST - FOOT/ANKLE,,,,,
Michael Bollinger,TE,Liberty,5111,235,0868,3038,7268,5.08,--,8.13,4.77,30.5,0907
Jerome Jackson,TE,Liberty,6031,250,0948,3248,7948,4.68,26,7.71,4.85,31,0909
Naasir Watkins,OT,Liberty,6052,305,1058,3418,8348,5.55,18,8.24,5.03,24,0801
Dennis Osagiede,IDL,Liberty,6004,307,0978,3168,7828,--,22,--,--,--,--
Durrell Johnson,EDGE,Liberty,6032,251,0818,3378,8028,4.69,16,7.57,4.66,36.5,1004
Javon Scruggs,S,Liberty,5110,192,0878,3118,7500,4.77,11,7.42,4.50,32,0907
Juawan Treadwell,S,Liberty,5104,197,0958,3058,7338,4.55,13,7.56,4.70,33.5,0908
Austin Mock,LS,Liberty,6013,240,0958,3128,7700,DID NOT TEST - POSITIONAL ONLY,,,,,
Elijah Barnwell,RB,Maine,5101,219,0948,2968,7300,--,12,7.26,4.53,20,0903
Michael Gerace,C,Maine,6033,305,0938,3238,7728,5.34,29,8.02,4.90,27,0804
Brian Lee Jr.,LB,Maine,5112,231,0868,3068,7428,4.74,6,7.63,4.72,33.5,0904
Xavier Mitchell,EDGE,Maine,6007,240,0878,3058,7468,5.02,22,7.75,4.70,29.5,0809
Adrian Otero,LB,Maine,6000,253,0928,3038,7458,5.07,18,8.02,4.90,28.5,0807
Tyler Royal,G,Maine,6040,320,0900,3300,7900,5.68,16,8.99,5.29,24.5,0705
Zavier Scott,WR,Maine,6006,219,1018,3100,7600,4.50,16,7.04,4.11,37.5,1000
Benito Speight,CB,Maine,5084,189,0948,2978,7128,4.38,18,7.11,4.25,33.5,0907
Kobay White,WR,Maine,5110,190,0968,3068,7500,4.54,12,7.09,4.33,35.5,1000
Julian Ross,RB,Ohio,5090,210,0928,3058,7268,4.81,14,7.51,4.72,37,1001
James Bostic,TE,Ohio,6041,233,0938,3258,8100,4.56,20,7.38,4.52,39,1101
Hagen Meservy,G,Ohio,6035,313,0978,3168,7900,DID NOT TEST - ELBOW,,,,,
Kai Caesar,IDL,Ohio,6020,318,0958,3338,7848,5.14,20,7.81,4.95,30,0811
Zack Sanders,CB,Ohio,5097,189,0900,3000,7448,4.75,11,6.83,4.72,36,0911
Tariq Drake,S,Ohio,6000,186,0838,3148,7558,4.60,6,6.96,4.52,33.5,0910
Alvin Floyd,S,Ohio,5101,189,0848,2948,7428,4.74,11,7.01,4.46,34.5,0911
Isiah Cox,WR,Alabama A&M,5106,194,0838,3158,7668,4.68,15,7.21,4.40,35.5,1000
Dylan Classi,WR,Princeton,5114,196,0948,3038,7418,4.79,--,7.00,4.20,36,0911
Andrei Iosivas,WR,Princeton,6031,205,0868,3200,7668,--,--,--,--,37.5,--
Carson Bobo,TE,Princeton,6044,249,0858,3248,7868,4.88,19,7.06,4.30,32.5,0909
Henry Byrd,OT,Princeton,6047,310,0948,3358,8218,5.21,32,7.80,4.67,33,0907
Uche Ndukwe,IDL,Princeton,6033,279,0968,3328,8048,5.23,15,7.65,4.46,32.5,0903
Matthew Jester,EDGE,Princeton,6031,252,0938,3100,7568,4.66,27,7.44,4.24,37.5,1001
Parker Day,RB,Rutgers,5084,190,0858,2768,6838,4.73,18,6.74,4.06,35,0908
Aron Cruickshank,WR,Rutgers,5093,165,0858,3148,7700,4.63,14,6.67,4.12,37,1002
Shameen Jones,WR,Rutgers,6013,173,0828,3018,7448,4.76,--,6.95,4.22,33.5,0907
Sean Ryan,WR,Rutgers,6026,198,0948,3368,8048,4.59,14,7.09,4.28,39,1004
JD DiRenzo,G,Rutgers,6045,306,1018,3258,7928,5.31,--,7.45,4.69,33.5,0902
Ifeanyi Maijeh,IDL,Rutgers,6011,289,1000,3258,7958,--,25,--,--,28,0801
Rani Abdulaziz,CB,Rutgers,5092,186,0928,2948,,5.05,13,7.40,4.34,36,0907
Christian Braswell,CB,Rutgers,5103,183,0900,3018,7300,4.49,--,6.82,4.21,40,1100
Jameer Campbell,CB,Rutgers,5083,180,0828,2938,,4.75,14,7.10,4.28,33,0904
Keenan Reid,CB,Rutgers,5094,183,0868,3018,7518,4.46,11,7.15,4.28,40,1009
Christian Izien,S,Rutgers,5086,199,0928,3078,7328,4.43,20,6.81,4.25,41.5,0911
Avery Young,S,Rutgers,5113,198,0918,3158,7638,4.78,--,6.90,4.25,37,0908
Adam Korsak,P,Rutgers,6007,187,0868,2938,7248,DID NOT TEST - POSITIONAL ONLY,,,,,
Ed Rogowski,LS,Rutgers,6000,231,0818,2928,7128,5.56,12,8.00,4.85,25,0710
Trae Self,QB,Stephen F. Austin,6025,200,--,--,--,DID NOT TEST - STOMACH,,,,,
Xavier Gipson,WR,Stephen F. Austin,5094,189,0818,3018,7058,4.42,14,6.88,4.07,34.5,0910
Jeremiah Miller,WR,Stephen F. Austin,6002,182,0900,3068,7438,4.47,--,7.05,4.35,37.5,1003
BJ Thompson,EDGE,Stephen F. Austin,6056,243,1018,3458,8200,4.61,13,7.06,4.46,37.5,1005
Jarret Doege,QB,Troy,6012,198,0928,3148,7578,4.91,13,7.34,4.63,30.5,0905
DK Billingsley,RB,Troy,5083,217,0968,2968,7200,4.87,17,7.66,4.51,30.5,0909
RaJae Johnson,WR,Troy,6023,225,0900,3328,7948,4.85,12,7.31,4.56,32.5,1005
Austin Stidham,OT,Troy,6043,294,--,--,--,DID NOT TEST - SHOULDER,,,,,
Jake Andrews,C,Troy,6026,305,1000,3278,7800,--,29,7.77,--,--,--
Shakel Brown,IDL,Troy,6032,295,0958,3218,7828,4.92,30,7.58,4.44,32.5,0809
Will Choloh,IDL,Troy,6000,263,0838,3068,7548,5.14,25,7.81,4.65,29,0811
Carlton Martial,LB,Troy,5075,213,0900,3000,7248,4.95,20,7.76,4.51,30,0905
KJ Robertson,LB,Troy,6001,207,0958,3168,7600,5.02,16,7.64,4.58,26,0905
Rorrick Steward,LB,Troy,6016,203,0868,3128,7538,--,12,7.34,4.37,--,0908
Zion Williams,CB,Troy,5101,189,0878,3048,7258,4.75,8,7.15,4.46,32.5,0910
TJ Harris,S,Troy,5112,192,0828,3100,7548,4.99,11,7.63,4.49,29.5,0910
