MADE BY @ALEXKATSON,,,,BUY ME A BEER,,,,,,,,,
Name,Position,School,Height,Weight,Hand,Arm,Wing,40,Bench,3-Cone,Shuttle,Vertical,Broad
Cody Alexander,S,East Central,5085,195,0868,3068,7148,4.64,18,7.33,4.62,34.5,0907
Larry Harrington,QB,Langston,6003,209,0918,3218,7618,4.97,8,7.85,4.62,28.5,0810
Devin Dourisseau,LB,Langston,5116,205,0848,3258,7800,4.84,10,7.55,4.70,36,0910
Brian Holiday,IDL,NW Oklahoma State,6001,325,0968,3228,7718,5.37,23,8.04,5.07,30,0806
Alex Aaron,S,NW Oklahoma State,5094,184,0928,2868,7168,4.66,12,7.36,4.50,39,1005
Tylan Morton,QB,SW Oklahoma State,6037,216,0958,3318,7948,4.91,--,7.76,4.93,30,0903
Deshon Moreaux,WR,SW Oklahoma State,5102,190,0868,3100,7438,4.69,7,7.65,4.80,31.5,0909
Isreal Watson,WR,SW Oklahoma State,5117,207,0958,3048,7448,5.00,--,8.00,4.73,30,0901
Dwayne Menders Jr.,WR,Duquesne,5086,177,0868,2900,6948,4.63,11,7.09,4.45,34.5,0907
Josh Zacher,C,Duquesne,6020,306,1018,3100,7648,5.60,21,7.90,4.94,27.5,0806
Nathan Proctor Jr.,EDGE,Duquesne,6020,246,0900,3200,7838,5.11,22,8.10,5.02,27.5,0902
Jonathan Lenoski,LB,Duquesne,6017,224,0948,3048,7578,5.41,14,7.85,4.93,24,0803
Jay Vance,LB,Duquesne,5114,241,0978,3048,7448,5.09,21,7.58,4.72,29.5,0902
Ryan Webb,CB,Duquesne,5092,168,0868,2958,7200,4.69,11,7.56,4.46,32,1000
Kory Curtis,QB,Gannon,6030,247,0928,3118,7600,DID NOT TEST - POSITIONAL ONLY,,,,,
Andrew Wolf,WR,Ohio Dominican,5111,194,0858,3028,7200,4.69,20,7.13,4.60,28.5,0903
Kayshon Boutte,WR,LSU,5112,195,0948,3138,7678,--,--,7.14,--,--,--
Jaray Jenkins,WR,LSU,6015,204,1000,3168,7568,--,--,7.38,4.52,30.5,0908
Anthony Bradford,G,LSU,6040,332,0948,3348,8038,DID NOT TEST - COMBINE,,,,,
Tre'mond Shorts,G,LSU,6040,326,0948,3438,8248,5.31,23,8.03,4.94,24,0806
Jaquelin Roy,IDL,LSU,6033,297,1018,3268,7818,5.17,--,8.00,4.75,26,0805
Ali Gaye,EDGE,LSU,6060,263,0948,3428,8018,--,19,--,--,--,--
BJ Ojulari,EDGE,LSU,6023,248,1048,3428,8178,--,24,7.57,--,33.5,1006
Micah Baskerville,LB,LSU,6004,224,0958,3128,7778,4.84,--,7.69,4.75,35.5,0907
Mike Jones Jr.,LB,LSU,5114,227,1000,3200,7928,4.75,25,7.30,4.60,33,0909
Sevyn Banks,CB,LSU,6006,202,--,--,--,DID NOT TEST - HIP,,,,,
Jarrick Bernard-Converse,CB,LSU,6006,197,0968,3228,7918,4.40,16,6.94,4.29,42,1006
Mekhi Garner,CB,LSU,6020,212,1018,3228,7800,--,12,6.94,4.29,38.5,1005
Colby Richardson,CB,LSU,6001,186,0868,3118,7600,4.52,6,7.06,4.43,34,1002
Joe Foucha,S,LSU,5097,198,0918,3018,7400,4.71,13,7.36,4.51,35.5,0911
Todd Harris Jr.,S,LSU,5106,186,0868,2938,7318,4.72,15,7.47,4.66,31,0911
Jay Ward,S,LSU,6006,188,0828,3248,7678,--,--,7.31,4.35,36,1101
Jacob Copeland,WR,Maryland,5112,201,0858,3158,7668,DID NOT TEST - COMBINE,,,,,
Dontay Demus Jr.,WR,Maryland,6031,212,0968,3428,7958,DID NOT TEST - COMBINE,,,,,
Rakim Jarrett,WR,Maryland,5117,192,0938,3138,7578,DID NOT TEST - COMBINE,,,,,
Jaelyn Duncan,OT,Maryland,6055,322,0938,3300,7918,5.32,25,7.95,--,30.5,0901
Spencer Anderson,G,Maryland,6050,309,1048,3218,7828,5.18,29,7.63,5.00,30.5,0905
Johari Branch,C,Maryland,6025,314,1038,3138,7878,5.50,20,7.78,4.99,24.5,0808
Henry Chibueze,IDL,Maryland,6027,324,0900,3418,8118,5.45,--,8.39,4.97,24.5,0901
Greg China-Rose,IDL,Maryland,6013,250,0858,3128,7478,4.86,20,7.45,4.62,26.5,0900
Ami Finau,IDL,Maryland,6017,283,0938,3300,7668,5.21,--,7.30,4.59,26,0806
VanDarius Cowan,EDGE,Maryland,6044,251,0928,3300,7900,4.86,16,7.28,4.52,28,0904
Deonte Banks,CB,Maryland,6001,203,0938,3138,7718,DID NOT TEST - COMBINE,,,,,
Jakorian Bennett,CB,Maryland,5105,194,0918,3178,7700,DID NOT TEST - COMBINE,,,,,
Chad Ryland,K,Maryland,5116,190,0938,3018,7318,DID NOT TEST - POSITIONAL ONLY,,,,,
Joshua Tomas,WR,Georgetown,5092,189,0878,2968,7228,4.67,--,7.05,4.40,31,0905
Malik Hamm,EDGE,Lafayette,6025,246,0948,3148,7748,5.06,25,7.20,4.43,29,0900
Zach Evans,RB,Mississippi,5111,208,1028,3158,7848,4.51,--,6.89,4.25,33.5,1001
Malik Heath,WR,Mississippi,6023,213,0918,3248,7978,--,12,--,--,32.5,--
Jonathan Mingo,WR,Mississippi,6016,220,1038,3218,7568,--,--,7.04,4.25,--,--
Mason Brooks,OT,Mississippi,6054,302,1048,3368,8068,--,21,--,--,31,0901
Nick Broeker,G,Mississippi,6043,305,0968,3248,7658,--,23,--,--,--,--
KD Hill,IDL,Mississippi,6004,299,0928,3128,7748,5.11,29,7.69,4.69,30,0803
Tavius Robinson,EDGE,Mississippi,6061,257,0958,3368,7928,--,--,7.40,4.63,--,--
Troy Brown,LB,Mississippi,6006,223,0968,3168,7568,4.74,20,7.40,4.28,38,1007
AJ Finley,S,Mississippi,6023,201,0978,3248,7900,4.57,11,6.93,4.22,35.5,0911
Otis Reese,S,Mississippi,6027,214,0838,3168,7758,--,18,7.38,4.45,--,--
Jonathan Cruz,K,Mississippi,5091,170,0868,2968,7038,DID NOT TEST - POSITIONAL ONLY,,,,,
Alfonzo Graham,RB,Morgan State,5087,185,0818,2800,6938,4.56,4,7.29,4.22,35,0910
Myles Wright,TE,Morgan State,6020,260,0858,3378,8118,5.19,11,7.57,4.59,29,0807
Hunter Luepke,FB,North Dakota State,6012,234,0958,3148,7568,4.61,--,7.03,4.43,36.5,0909
Noah Gindorff,TE,North Dakota State,6060,263,1000,3318,8028,--,20,7.34,4.45,--,--
Cody Mauch,OT,North Dakota State,6050,302,0968,3238,7878,--,--,7.12,4.46,--,--
Nash Jensen,G,North Dakota State,6037,322,0928,3318,7858,5.31,33,8.01,4.68,27,0804
Spencer Waege,IDL,North Dakota State,6046,295,1000,3238,7938,4.91,23,7.19,4.66,32,0901
Destin Talbert,CB,North Dakota State,5114,189,0918,3068,7268,4.59,20,6.94,4.37,40,1003
Michael Tutsie,S,North Dakota State,5102,189,0848,3028,7128,4.62,--,6.87,4.21,33.5,1001
Dawson Weber,S,North Dakota State,6012,198,0858,3028,7100,4.62,13,6.97,4.31,30.5,0903
Logan Nelson,QB,Mary,6031,234,--,--,--,DID NOT TEST - KNEE,,,,,
Danny Kittner,WR,Mary,5084,179,0868,2918,7048,4.81,--,7.08,4.25,33,0902
Austin Aune,QB,North Texas,6020,215,1028,3228,7518,4.88,--,6.95,4.23,27,0900
Manase Mose,C,North Texas,6014,297,0968,3248,7678,5.37,23,8.03,4.79,24.5,0801
KD Davis,LB,North Texas,5105,232,--,--,--,DID NOT TEST - KNEE,,,,,
Landon Maston,LB,North Texas,6001,220,0900,3218,7658,4.70,16,7.27,4.34,31.5,0905
Ethan Mooney,K,North Texas,5104,189,--,--,--,DID NOT TEST - POSITIONAL ONLY,,,,,
Bernardo Rodriguez,P,North Texas,5101,191,0900,3048,7200,4.74,15,7.31,4.32,32.5,0907
CJ Tate,WR,Oklahoma State,5112,192,0968,3268,7748,4.64,13,7.40,4.39,38.5,1007
Braydon Johnson,WR,Oklahoma State,5114,195,0948,3128,7368,4.40,16,6.88,4.26,37.5,0911
Sione Asi,IDL,Oklahoma State,6001,303,0978,3138,7368,5.23,26,8.10,4.82,27.5,0710
Brendon Evers,IDL,Oklahoma State,6015,277,0928,3268,7728,5.01,--,7.99,4.80,32,0807
Tyler Lacy,IDL,Oklahoma State,6043,279,1078,3328,7838,5.15,--,7.59,4.68,31,--
Brock Martin,EDGE,Oklahoma State,6017,240,0928,3300,7900,4.82,17,7.38,4.50,30.5,0810
Lamont Bishop,LB,Oklahoma State,6023,236,0900,3200,7648,4.67,16,7.34,4.53,31.5,0902
Jason Taylor II,S,Oklahoma State,5115,204,1000,3200,7828,--,--,7.16,4.20,--,--
Tanner Brown,K,Oklahoma State,6005,177,0878,2928,7068,DID NOT TEST - POSITIONAL ONLY,,,,,
Tom Hutton,P,Oklahoma State,6025,203,0878,3138,7468,DID NOT TEST - KNEE,,,,,
Matt Hembrough,LS,Oklahoma State,6024,236,1000,3148,7868,4.96,22,7.65,4.59,36.5,0908
Israel Abanikanda,RB,Pitt,5101,216,0828,3200,7600,4.45,--,7.14,4.32,41,1008
Jared Wayne,WR,Pitt,6026,209,0968,3318,7958,4.73,--,6.85,4.10,40,1007
Carter Warren,OT,Pitt,6054,311,0918,3538,8448,DID NOT TEST - COMBINE,,,,,
Gabe Houy,G,Pitt,6063,325,0928,3258,8038,--,19,7.97,4.83,27,0802
Marcus Minor,G,Pitt,6041,310,0968,3348,8100,5.39,31,7.80,4.59,30,0800
Owen Drexel,C,Pitt,6020,291,0968,3048,7648,--,22,--,--,--,--
Calijah Kancey,IDL,Pitt,6010,281,0918,3058,7268,--,--,7.00,4.36,33.5,0904
Deslin Alexandre,EDGE,Pitt,6034,264,0978,3348,8168,4.83,23,7.07,4.47,35,0905
Habakkuk Baldonado,EDGE,Pitt,6042,251,1048,3300,7938,--,--,7.00,4.39,--,--
SirVocea Dennis,LB,Pitt,6004,226,1058,3278,7878,4.64,--,--,4.36,41.5,1005
Tylar Wiltz,LB,Pitt,5112,218,0848,3148,7768,4.72,19,7.05,4.25,36,1001
Erick Hallett II,S,Pitt,5096,195,0958,3048,7348,4.50,13,6.84,4.11,37.5,0911
Brandon Hill,S,Pitt,5103,193,0948,3068,7418,--,--,6.88,4.12,--,--
SaRodorick Thompson,RB,Texas Tech,5114,207,0900,3158,7700,4.65,--,7.38,4.64,--,--
Chadarius Townsend,RB,Texas Tech,5107,202,0900,3018,7538,4.45,18,7.26,4.47,36,1009
Weston Wright,G,Texas Tech,6063,317,0938,3058,7828,5.74,26,8.34,5.34,22.5,0801
Gabe Oladipo,IDL,Texas Tech,,,,,,,29,,,,
Tyree Wilson,EDGE,Texas Tech,6055,271,0958,3558,8448,DID NOT TEST - FOOT,,,,,
Kosi Eldridge,LB,Texas Tech,5110,223,0948,3048,7438,4.75,26,7.37,4.64,32.5,0911
Krishon Merriweather,LB,Texas Tech,5116,227,0978,3138,7978,4.92,23,7.46,4.58,35,1000
Dimitri Moore,LB,Texas Tech,6017,223,0948,3238,7738,4.89,22,7.43,4.51,33.5,0908
Adrian Frye,CB,Texas Tech,5111,196,0938,3128,7638,4.54,11,7.16,4.53,32.5,0911
Marquis Waters,S,Texas Tech,5116,209,0928,2968,7400,4.61,21,7.27,4.51,37.5,1000
Trey Wolff,K,Texas Tech,6042,205,0928,3048,7658,DID NOT TEST - POSITIONAL ONLY,,,,,
Isaiah Bowser,RB,UCF,5117,217,0878,3100,7558,4.61,26,6.99,4.28,35.5,0911
Kemore Gamble,TE,UCF,6034,234,1038,3228,7858,4.56,21,7.26,4.65,29.5,0907
Ryan Swoboda,OT,UCF,6094,309,0978,3458,8500,5.29,30,7.64,4.69,29,0904
Samuel Jackson,G,UCF,6052,323,0958,3328,8048,5.33,19,7.62,4.87,28,0900
Austin Camden,IDL,UCF,6021,292,1028,3218,7728,5.17,--,8.06,4.81,27,0810
Anthony Montalvo,IDL,UCF,6015,284,0938,3318,7938,4.97,30,7.43,4.44,31.5,0911
Koby Perry,S,UCF,6001,185,0818,3200,7638,4.83,8,7.03,4.32,35,1004
Divaad Wilson,S,UCF,5116,190,0868,3038,7618,4.46,--,7.25,4.48,32.5,1006
Alex Ward,LS,UCF,6040,240,0958,3038,7448,--,14,--,--,--,--
Demontrey Jacobs,OT,USF,6065,312,1128,3600,8738,5.17,22,7.52,4.73,26,0904
Demetris Harris,G,USF,6030,301,1000,3418,8158,5.52,28,7.80,4.81,31,0900
Brad Cecil,C,USF,6031,294,0958,3158,7718,5.50,24,7.80,4.69,29,0901
Jatorian Hansford,IDL,USF,6032,281,0900,3268,7958,5.19,14,8.11,4.65,27.5,0903
Rashawn Yates,IDL,USF,6024,278,0948,3200,7858,5.12,26,7.68,4.65,24.5,0900
Dwayne Boyles,LB,USF,6020,227,0878,3300,7938,4.71,21,7.10,4.38,34,1000
Joshua Green,CB,USF,5096,179,0918,3158,7668,4.88,9,7.51,4.39,27.5,0906
AT Perry,WR,Wake Forest,6034,198,0928,3328,8158,--,--,6.81,4.32,34.5,--
Blake Whiteheart,TE,Wake Forest,6036,247,0868,3218,7938,--,--,6.77,4.24,--,--
Sean Maginn,G,Wake Forest,6033,298,0928,3118,7618,5.25,27,7.57,4.62,29,0811
Je'Vionte' Nash,G,Wake Forest,6020,316,1000,3428,8128,5.67,14,8.21,5.07,23,0704
Loic Ngassam Nya,G,Wake Forest,6027,302,0938,3278,8028,5.48,20,7.64,4.81,23.5,0800
Dion Bergan Jr.,IDL,Wake Forest,6004,296,1028,3148,7778,5.39,26,7.70,4.78,31.5,0903
Kobie Turner,IDL,Wake Forest,6024,293,1028,3138,7668,--,31,7.08,4.49,--,0800
Tyler Williams,IDL,Wake Forest,6003,291,0978,3100,7658,--,21,7.40,4.63,31.5,0810
JaCorey Johns,EDGE,Wake Forest,6031,249,1028,3178,7918,4.82,23,7.07,4.56,31.5,0908
Ryan Smenda Jr.,LB,Wake Forest,6015,230,0848,3128,7600,4.73,23,6.88,4.38,29.5,0902
Jermal Martin Jr.,CB,Wake Forest,5096,166,0868,2928,7268,4.69,--,7.01,4.40,31.5,0910
Wayne Taulapapa,RB,Washington,5097,205,0938,3118,7500,4.69,19,6.84,4.19,34,1000
Henry Bainivalu,G,Washington,6056,312,1068,3400,8118,DID NOT TEST - COMBINE,,,,,
Jaxson Kirkland,G,Washington,6067,328,1048,3348,8178,--,20,7.95,4.88,26,0803
Corey Luciano,C,Washington,6032,307,0968,3238,7900,5.36,23,7.70,4.50,31,0809
Jeremiah Martin,EDGE,Washington,6033,265,0958,3418,8328,4.90,20,7.09,4.52,35.5,0911
Cam Bright,LB,Washington,6000,228,0958,3238,7638,4.59,33,7.27,4.38,35.5,1007
Kris Moll,LB,Washington,6000,214,0938,3000,7568,4.68,20,7.15,4.22,34,0904
Jordan Perryman,CB,Washington,5115,198,0958,3200,7700,4.54,--,6.82,4.26,37.5,1006
Alex Cook,S,Washington,6002,195,0948,3038,7538,4.71,10,6.98,4.19,32.5,0911
Peyton Henry,K,Washington,5105,206,0848,3048,7248,DID NOT TEST - POSITIONAL ONLY,,,,,
CJ Jones,RB,Western Kentucky,5092,189,0900,2800,7058,4.57,21,7.08,4.46,33,0910
Daewood Davis,WR,Western Kentucky,6007,196,0948,3148,7578,4.52,6,--,--,34,1003
Jaylen Hall,WR,Western Kentucky,6024,186,0878,3158,7618,4.55,--,7.21,4.26,36,1006
Mike Allen,IDL,Western Kentucky,6045,288,0848,3268,7868,5.03,23,--,--,32,0811
Lorenzo Hernandez,IDL,Western Kentucky,5117,282,0948,3138,7668,4.95,--,7.83,4.57,29,0904
Juwuan Jones,IDL,Western Kentucky,6023,269,0900,3218,7778,4.96,19,7.44,4.55,28,0808
Brodric Martin,IDL,Western Kentucky,6046,330,0918,3500,8328,5.36,20,8.16,4.94,25,0804
Darius Shipp,IDL,Western Kentucky,6003,304,0928,3118,7978,--,37,--,--,--,--
Jaden Hunter,LB,Western Kentucky,6014,236,0968,3238,7918,4.82,22,7.52,4.57,29.5,0907
Will Ignont,LB,Western Kentucky,6012,229,0858,3148,7668,4.96,15,7.41,4.50,28,0902
Derrick Smith,LB,Western Kentucky,6012,220,0938,3158,7600,4.88,20,7.16,4.47,32.5,0902
Dominique Bradshaw,CB,Western Kentucky,5106,177,0918,3078,7518,--,6,--,--,--,--
Kahlef Hailassie,CB,Western Kentucky,6004,193,1018,3228,7768,--,9,6.68,4.19,32.5,1001
Tre Shaw,CB,Western Kentucky,5114,187,0900,2978,7300,4.87,--,7.22,4.57,30.5,0906
Kaleb Oliver,S,Western Kentucky,6014,219,0878,3268,7838,4.68,16,7.36,4.35,33,0910
Christian Ealey,OT,Kentucky Wesleyan,6046,320,0958,3348,8138,5.40,17,8.22,5.03,25,0807
Luke Bowman,LB,Lindsey Wilson,5115,227,0848,3038,7328,5.02,10,7.32,4.71,28.5,0901
Todd Sibley,RB,Albany,5093,225,0868,2968,7268,4.62,21,7.45,4.47,28.5,0901
Ike Irabor,RB,Union,5104,204,0900,3258,7578,4.45,19,7.05,4.31,36,1007
Chase Brice,QB,Appalachian State,6023,236,0958,3068,7648,--,--,--,4.52,27,0901
Daetrich Harrington,RB,Appalachian State,5117,198,0868,3028,7158,4.65,22,7.82,4.69,31,1000
Camerun Peoples,RB,Appalachian State,6013,217,0968,3258,7858,--,19,7.57,4.56,--,--
Henry Pearson,TE,Appalachian State,6023,249,1000,3148,7678,4.80,30,7.51,4.50,31,1000
Anderson Hardy,OT,Appalachian State,6055,301,1038,3200,7700,4.97,30,7.72,4.66,31.5,0902
Cooper Hodges,OT,Appalachian State,6035,304,0900,3300,8100,5.11,29,7.90,4.71,29,0900
Nick Hampton,EDGE,Appalachian State,6022,236,0948,3358,8058,DID NOT TEST - COMBINE,,,,,
Trey Cobb,LB,Appalachian State,6012,221,0948,3200,8028,5.01,--,7.89,4.68,27.5,0906
Steven Jones Jr.,CB,Appalachian State,5097,188,0768,3000,7268,4.51,14,7.51,4.38,35,1004
Dexter Lawson Jr.,CB,Appalachian State,5092,184,0838,3000,7218,4.68,17,7.02,4.21,34.5,1003
Chris Reynolds,QB,Charlotte,5103,197,0948,2948,7000,4.88,--,7.14,4.45,28.5,0901
Calvin Camp,RB,Charlotte,5082,188,0828,2900,7048,4.81,--,7.44,4.63,33,0811
Trey Blount,WR,Charlotte,6026,204,0948,3100,7518,4.78,10,7.15,4.59,34,1003
Grant DuBose,WR,Charlotte,6023,201,0948,3178,7778,DID NOT TEST - COMBINE,,,,,
Victor Tucker,WR,Charlotte,5107,176,0900,3118,7248,4.89,--,--,4.71,26,0809
Eugene Minter Jr.,TE,Charlotte,6033,235,0818,3200,7918,4.69,15,7.53,4.75,32,0910
Jon Jacobs,G,Charlotte,6045,306,0968,3258,7748,5.74,25,--,5.15,18.5,0705
TJ Moore,G,Charlotte,6051,280,0928,3128,7718,5.74,--,8.28,5.24,21,0802
Ashton Gist,C,Charlotte,6005,282,0978,3200,7678,5.32,--,8.06,4.96,22.5,0800
Markees Watts,EDGE,Charlotte,6004,234,0938,3300,8058,4.74,23,7.09,4.42,31.5,1004
Geo Howard,CB,Charlotte,5112,191,0838,3168,7658,4.78,--,7.41,4.57,30,0904
Davondre Robinson,S,Charlotte,5110,195,0900,3118,7400,DID NOT TEST - KNEE,,,,,
Antonio Zita,K,Charlotte,5077,180,0918,2928,7068,DID NOT TEST - POSITIONAL ONLY,,,,,
Cameron Lyons,LS,Charlotte,6002,230,0918,3178,7418,5.04,--,--,4.71,29,0907
TJ Luther,WR,Gardner-Webb,5112,189,0938,3078,7538,4.50,14,7.39,4.40,39,1007
Anthony Richardson,QB,Florida,6042,244,1048,3268,7978,DID NOT TEST - COMBINE,,,,,
Jordan Pouncey,WR,Florida,6011,210,0868,3100,7338,4.65,13,7.34,4.66,30.5,0911
Justin Shorter,WR,Florida,6042,229,1000,3368,8238,--,--,7.35,4.46,--,--
Richard Gouraige,OT,Florida,6050,306,1000,3400,8118,5.41,24,8.00,4.90,22.5,0801
O'Cyrus Torrence,G,Florida,6053,330,1128,3378,8378,--,--,8.09,--,--,--
Gervon Dexter Sr.,IDL,Florida,6055,318,0948,3228,8078,--,--,7.65,4.70,--,--
Brenton Cox Jr.,EDGE,Florida,6037,259,0928,3318,8068,4.86,29,7.57,4.57,30,0904
Amari Burney,LB,Florida,6017,230,0958,3168,7700,4.51,--,7.00,4.20,33,1000
Ventrell Miller,LB,Florida,5117,232,0918,3248,7878,DID NOT TEST - FOOT,,,,,
Dedrick Vanover,CB,Florida,,,,,,4.44,,7.81,,34.5,
Trey Dean III,S,Florida,6021,200,0928,3168,7658,4.68,--,6.69,4.26,--,--
Rashad Torrence II,S,Florida,5115,193,1000,3200,7758,4.73,--,6.83,4.22,--,--
Xavier Smith,WR,Florida A&M,5091,174,0900,2928,7118,--,13,7.19,4.42,36,--
Dariyon Weeden,G,Florida A&M,6021,318,1038,3218,7628,5.77,17,8.89,5.31,23,0706
Isaiah Land,LB,Florida A&M,6034,236,0928,3248,7748,--,--,--,4.43,--,--
BJ Bohler,CB,Florida A&M,5065,186,0900,3000,7148,4.56,16,7.43,4.39,38,1001
Kortney Cox,CB,Florida A&M,5096,180,0878,3048,7400,4.66,10,7.81,4.67,35,0911
Jose Romo-Martinez,K,Florida A&M,6006,205,0918,3228,7500,--,--,--,--,28,0808
Chris Faddoul,P,Florida A&M,5110,202,1000,3128,7538,--,--,--,--,33,0909
Tyler King,RB,Edward Waters,6000,183,0848,3178,7478,--,--,7.16,4.15,36,1005
Jake Haener,QB,Fresno State,5115,207,0938,2968,7300,DID NOT TEST - COMBINE,,,,,
Jordan Mims,RB,Fresno State,5104,206,0938,3100,7600,4.66,18,7.50,4.50,30,0905
Jalen Moreno-Cropper,WR,Fresno State,5111,172,0878,3018,7278,--,13,7.06,4.27,32,--
Zane Pope,WR,Fresno State,6010,194,0938,3068,7600,4.58,21,6.96,4.17,34,0906
Nikko Remigio,WR,Fresno State,5090,187,0848,2968,7158,4.57,19,7.20,4.33,36,1001
Raymond Pauwels Jr.,TE,Fresno State,6032,242,0958,3228,7828,4.79,23,7.15,4.54,29.5,0909
Dontae Bull,OT,Fresno State,6056,322,0928,3428,8368,--,20,--,--,25.5,0803
David Perales,EDGE,Fresno State,6022,248,0928,3200,7868,5.04,22,7.10,4.45,--,--
LJ Early,CB,Fresno State,5085,184,0828,2958,7158,4.48,13,7.33,4.30,34,1001
Elijah Gates,S,Fresno State,5091,190,0828,3018,7238,4.76,14,7.20,4.39,27.5,0906
Zach Angelillo,FB,Northern Colorado,6006,229,0868,3500,7268,5.26,13,7.51,4.62,31.5,0810
Eric Gray,RB,Oklahoma,5094,205,0968,2958,7138,4.62,12,7.17,4.10,--,--
Bentavious Thompson,RB,Oklahoma,5110,186,0958,3118,7418,4.86,8,7.49,4.60,30.5,0900
Marvin Mims Jr.,WR,Oklahoma,5107,183,0900,3158,7468,DID NOT TEST - COMBINE,,,,,
Daniel Parker Jr.,TE,Oklahoma,6014,243,0928,3328,7868,--,12,7.78,4.88,26.5,0807
Brayden Willis,TE,Oklahoma,6034,241,0968,3328,7918,--,--,7.46,4.50,33.5,0910
Anton Harrison,OT,Oklahoma,6043,315,0928,3168,8068,--,24,--,4.84,--,--
Wanya Morris,OT,Oklahoma,6053,307,1028,3518,8500,DID NOT TEST - HAMSTRING,,,,,
Chris Murray,G,Oklahoma,6014,294,0928,3048,7448,5.32,21,8.44,5.03,28.5,0801
Robert Congel,C,Oklahoma,6040,329,1000,3128,7600,DID NOT TEST - CHOICE,,,,,
Jeffery Johnson,IDL,Oklahoma,6020,312,0948,3300,7948,5.61,21,8.44,5.10,22,0709
Jalen Redmond,IDL,Oklahoma,6023,291,1018,3258,7828,DID NOT TEST - COMBINE,,,,,
DaShaun White,LB,Oklahoma,6000,214,0958,3200,7668,4.74,12,7.34,4.44,33.5,0909
CJ Coldon,CB,Oklahoma,5101,186,0838,3118,7518,4.63,--,7.31,4.24,37.5,1005
Justin Broiles,S,Oklahoma,5100,191,0968,3258,7818,4.76,11,7.17,4.36,35.5,0903
Trey Morrison,S,Oklahoma,5091,191,0928,3118,7358,4.63,19,7.40,4.41,39.5,0910
Michael Turk,P,Oklahoma,6002,227,1018,3048,7638,DID NOT TEST - COMBINE,,,,,
Kasey Kelleher,LS,Oklahoma,5101,240,0848,2900,7018,DID NOT TEST - POSITIONAL ONLY,,,,,
TJ Cole,RB,Ouachita Baptist,5111,201,0968,3078,7338,4.56,14,7.03,4.40,32,0909
Devontae Dean,RB,Arkansas Tech,5102,211,0968,3078,7278,4.62,22,7.03,4.31,33,1002
Stanleigh Bentley,CB,Arkansas Tech,5110,185,0900,3000,7018,4.68,7,7.15,4.53,33.5,0911
Orlando Henley,CB,Harding,5071,169,0800,3038,7048,4.52,--,--,--,37,1007
Lionel Masivi,CB,Harding,6002,192,0848,3148,7348,4.61,16,7.19,4.48,32,1003
Cade Pugh,S,Harding,5114,203,0938,3038,7448,4.50,20,7.62,4.62,36.5,1005
Xavier Malone,WR,Henderson State,5073,182,0900,2948,7148,4.36,15,7.31,4.40,36,1005
Deldric Shields,S,Henderson State,5096,193,0900,3048,7300,4.66,9,6.93,4.50,30.5,0905
Micah Small,WR,Southern Arkansas,6027,202,0900,3100,7500,4.70,12,7.09,4.30,26,0903
Marshall Poppenhusen,G,Southern Arkansas,6020,304,0958,3100,7548,5.45,29,8.37,5.00,26.5,0804
JD Abrams,EDGE,Southern Arkansas,6022,233,0838,3200,7700,4.92,22,7.60,4.40,31,0908
Prince Udenze,EDGE,Southern Arkansas,6024,231,0948,3378,7938,4.69,21,7.38,4.63,31.5,1006
Austin Wilkerson,K,Southern Arkansas,6016,199,0818,3118,7378,5.00,--,7.43,4.70,27,0808
Bryce Murphy,WR,Pittsburg State,6016,205,0900,3000,7338,4.61,14,6.72,4.13,36,0909
Mark Wheeland,WR,Pittsburg State,6031,194,0948,3200,7918,4.81,--,7.24,4.43,36.5,0911
Kory Woodruff,G,Pittsburg State,6034,337,0958,3038,7538,--,29,7.67,4.87,27.5,0806
Keiondre Hall,EDGE,Pittsburg State,6026,240,1000,3318,8118,4.95,11,7.07,4.59,30,0902
Chim Okorafor,OT,Benedictine (KS),6055,315,1000,3478,8618,5.48,15,8.01,4.79,26,0802
Canaan Brooks,RB,Emporia State,5106,215,0958,2958,7278,4.72,17,7.26,4.52,39,1002
Conner Lierz,C,Emporia State,6020,301,0828,3018,7400,5.54,29,8.07,5.13,27.5,0802
Derrick Maxwell,S,Emporia State,5116,206,0948,3100,7578,4.70,16,7.58,4.56,36.5,1002
Josh Okechukwu,WR,Fort Hays State,6024,225,1018,3300,7768,4.61,16,7.55,4.58,36,1004
Manny Ramsey,WR,Fort Hays State,5110,195,0978,3018,7368,4.58,12,6.85,4.17,36,0906
Hunter Budke,TE,Fort Hays State,6014,234,0968,3200,7668,4.75,18,7.09,4.38,33.5,0908
Kristopher Stroughter,G,Fort Hays State,6050,380,1028,3200,7668,5.70,23,8.33,4.95,23.5,0708
Jonathan White,RB,McPherson,5086,194,0858,2928,7100,4.73,20,7.07,4.43,33.5,0904
Layke Hoffman,TE,Southwestern (KS),6042,242,0958,3168,7918,4.84,23,7.59,4.44,35,0909
Derrick McClendon,LB,Washburn,5095,215,0968,3028,7328,5.02,18,7.77,4.68,26,0805
Parker Rickert,WR,South Dakota,5115,200,0978,3028,7428,4.75,8,7.06,4.25,30,0905
Alex Jensen,OT,South Dakota,6070,304,0848,3238,7968,--,19,--,--,--,--
Michael Scott,LB,South Dakota,6016,237,0900,3300,7828,4.75,21,7.59,4.45,32,1001
Isaiah McDaniels,S,South Dakota,5086,185,0848,2858,6848,5.15,5,7.54,4.57,29,0804
